titulo,Ano lançamento,Descrição,Nota,Diretor,Votos,Genero
1247,Sing Street: Música e Sonho,2016,"
A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.",7.9,John Carney ,"95,403","
Comedy, Drama, Music            "
1248,Sideways: Entre Umas e Outras,2004,"
Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through California's wine country, just as one is about to take a trip down the aisle.",7.5,Alexander Payne ,"193,607","
Comedy, Drama, Romance            "
1249,Big Mouth,2017,"
Teenage friends find their lives upended by the wonders and horrors of puberty.",7.9,,"81,375","
Animation, Comedy, Romance            "
1250,Questão de Tempo,2013,"
At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",7.8,Richard Curtis ,"355,531","
Comedy, Drama, Fantasy            "
1251,A Escolha Perfeita,2012,"
Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.",7.1,Jason Moore ,"309,710","
Comedy, Music, Romance            "
1252,Cidade Asteróide,2023,"
The itinerary of a Junior Stargazer convention is spectacularly disrupted by world-changing events.",,Wes Anderson ,,"
Comedy, Romance            "
1253,Mom,2013,"
A newly sober single mom tries to pull her life together in Napa Valley while dealing with her wayward mother.",7.3,,"36,140","
Comedy, Drama, Romance            "
1254,Gatinhas e Gatões,1984,"
A girl's ""sweet"" sixteenth birthday is anything but special: her family forgets about it, and she suffers from every embarrassment possible.",7.0,John Hughes ,"118,234","
Comedy, Romance            "
1255,The Ballad of Buster Scruggs,2018,"
Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.",7.3,"Ethan Coen, Joel Coen ","150,719","
Comedy, Drama, Musical            "
1256,A Vida é Bela,1997,"
When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.",8.6,Roberto Benigni ,"698,090","
Comedy, Drama, Romance            "
1257,Shrek,2001,"
A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",7.9,"Andrew Adamson, Vicky Jenson ","682,945","
Animation, Adventure, Comedy            "
1258,Mais que Amigos,2022,"
Two men with commitment problems attempt a relationship.",6.4,Nicholas Stoller ,"24,968","
Comedy, Romance            "
1259,WandaVision,2021,"
Blends the style of classic sitcoms with the MCU, in which Wanda Maximoff and Vision - two super-powered beings living their ideal suburban lives - begin to suspect that everything is not as it seems.",7.9,,"327,712","
Action, Comedy, Drama            "
1260,Um Lugar Chamado Notting Hill,1999,"
The life of a simple bookshop owner changes when he meets the most famous film star in the world.",7.2,Roger Michell ,"317,508","
Comedy, Drama, Romance            "
1261,Zoolander 2,2016,"
Derek and Hansel are lured into modelling again, in Rome, where they find themselves the target of a sinister conspiracy.",4.7,Ben Stiller ,"71,516","
Action, Adventure, Comedy            "
1262,O Barco do Amor,1977,"
The romantic and comic tales of the passengers and crew of the cruise ship, Pacific Princess.",6.2,,"12,080","
Comedy, Drama, Romance            "
1263,Quero Ficar com Polly,2004,"
A buttoned-up newlywed finds his strictly organized life descend into chaos when he falls in love with an old classmate.",6.0,John Hamburg ,"137,934","
Comedy, Romance            "
1264,Penetras Bons de Bico,2005,"
John Beckwith and Jeremy Grey, a pair of committed womanizers who sneak into weddings to take advantage of the romantic tinge in the air, find themselves at odds with one another when John meets and falls for Claire Cleary.",7.0,David Dobkin ,"359,852","
Comedy, Romance            "
1265,Missão Madrinha de Casamento,2011,"
Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef.",6.8,Paul Feig ,"294,857","
Comedy, Romance            "
1266,Palm Springs,2020,"
Stuck in a time loop, two wedding guests develop a budding romance while living the same day over and over again.",7.4,Max Barbakow ,"162,267","
Comedy, Fantasy, Mystery            "
1267,Secretária,2002,"
A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.",6.9,Steven Shainberg ,"93,018","
Comedy, Drama, Romance            "
1268,Grease: Rydell High,2023,"
A spinoff of the original John Travolta and Olivia Newton John 1978 musical.",,,,"
Comedy, Musical, Romance            "
1269,10 Coisas que Eu Odeio em Você,1999,"
A pretty, popular teenager can't go out on a date until her ill-tempered older sister does.",7.3,Gil Junger ,"348,206","
Comedy, Drama, Romance            "
1270,Encantada,2007,"
A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer.",7.1,Kevin Lima ,"207,506","
Animation, Adventure, Comedy            "
1271,Operação Cupido,1998,"
Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.",6.6,Nancy Meyers ,"141,129","
Adventure, Comedy, Drama            "
1272,Uma Linda Mulher,1990,"
A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love.",7.1,Garry Marshall ,"329,967","
Comedy, Romance            "
1273,The Nanny,1993,"
After being fired from her job and dumped by her boyfriend, a cosmetics saleswoman becomes the nanny to the three children of a rich English widower. As time passes, the two fall for each other.",7.0,,"44,581","
Comedy, Family, Romance            "
1274,"Howard, o Super-Herói",1986,"
A sarcastic humanoid duck is pulled from his homeworld to Earth where he must stop an alien invasion with the help of a nerdy scientist and a struggling female rock singer.",4.7,Willard Huyck ,"48,050","
Action, Adventure, Comedy            "
1275,Um Milhão de Coisas,2018,"
A group of friends becomes motivated to live fuller lives after the unexpected death of a close friend.",7.9,,"14,047","
Comedy, Drama, Romance            "
1276,Will e Grace,1998,"
Gay lawyer Will and straight interior designer Grace share a New York City apartment. Their best friends are gleeful and proud gay Jack and charismatic, filthy-rich, amoral socialite Karen.",7.3,,"56,806","
Comedy, Romance            "
1277,Aladdin,2019,"
A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.",6.9,Guy Ritchie ,"269,347","
Adventure, Comedy, Family            "
1278,Love Life,2020,"
Anna Kendrick stars in a fresh take on a romantic comedy anthology series about the journey from first love to lasting",7.5,,"15,624","
Comedy, Romance            "
1279,Trolls,2016,"
After the Bergens invade Troll Village, Poppy, the happiest Troll ever born, and the curmudgeonly Branch set off on a journey to rescue her friends.",6.4,"Mike Mitchell, Walt Dohrn ","83,665","
Animation, Adventure, Comedy            "
1280,O Amor Não Tira Férias,2006,"
Two women troubled with guy-problems swap homes in each other's countries, where they each meet a local guy and fall in love.",6.9,Nancy Meyers ,"297,095","
Comedy, Romance            "
1281,The End of the F***ing World,2017,"
James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a road trip in search of her real father.",8.1,,"194,261","
Adventure, Comedy, Crime            "
1282,Shrek 2,2004,"
Shrek and Fiona travel to the Kingdom of Far Far Away, where Fiona's parents are King and Queen, to celebrate their marriage. When they arrive, they find they are not as welcome as they thought they would be.",7.3,"Andrew Adamson, Kelly Asbury, Conrad Vernon ","468,741","
Animation, Adventure, Comedy            "
1283,Amor a Toda Prova,2011,"
A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.",7.4,"Glenn Ficarra, John Requa ","525,347","
Comedy, Drama, Romance            "
1284,As Patricinhas de Beverly Hills,1995,"
Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other.",6.9,Amy Heckerling ,"222,761","
Comedy, Romance            "
1285,(500) Dias com Ela,2009,"
After being dumped by the girl he believes to be his soulmate, hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back.",7.7,Marc Webb ,"520,726","
Comedy, Drama, Romance            "
1286,Show de Vizinha,2004,"
A teenager's dreams come true when a former porn star moves in next door and they fall in love.",6.7,Luke Greenfield ,"227,347","
Comedy, Drama, Romance            "
1287,Sintonia de Amor,1993,"
A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.",6.8,Nora Ephron ,"179,270","
Comedy, Drama, Romance            "
1288,Freeridge,2023,"
A group of friends may or may not have unleashed a deadly curse, starting a new adventure.",,,,"
Comedy, Drama, Mystery            "
1289,Um Amor na Itália,2022,"
A woman wins an all-expenses-paid trip to a company's gorgeous ""institute"" outside of Florence, and also the chance to meet the restaurant chain's wealthy and charismatic owner. She finds a different adventure than the one she imagined.",5.3,Jeff Baena ,"2,666","
Comedy, Romance            "
1290,Encontro de Amor,2002,"
A Senatorial candidate falls for a hotel maid, thinking she is a socialite, when he sees her trying on a wealthy woman's dress.",5.3,Wayne Wang ,"91,327","
Comedy, Drama, Romance            "
